1.0011747	1.0693132	1.1671185	1.0228633
0.97248842	1.0566542	1.1610111	1.0450331
0.93494549	1.0474214	1.1460454	1.0757077
0.89186773	1.0401299	1.1263061	1.1100713
0.84760359	1.0322313	1.1053307	1.1407175
0.80598422	1.0203844	1.0857695	1.1607568
0.76982932	1.0011747	1.0693132	1.1671185
0.74100722	0.97248842	1.0566542	1.1610111
0.72051522	0.93494549	1.0474214	1.1460454
0.70846718	0.89186773	1.0401299	1.1263061
0.70410678	0.84760359	1.0322313	1.1053307
0.70598455	0.80598422	1.0203844	1.0857695
0.71232932	0.76982932	1.0011747	1.0693132
0.72153147	0.74100722	0.97248842	1.0566542
0.73262505	0.72051522	0.93494549	1.0474214
0.74568509	0.70846718	0.89186773	1.0401299
0.76206194	0.70410678	0.84760359	1.0322313
0.78425723	0.70598455	0.80598422	1.0203844
0.81499532	0.71232932	0.76982932	1.0011747
0.85525488	0.72153147	0.74100722	0.97248842
0.90261499	0.73262505	0.72051522	0.93494549
0.95212445	0.74568509	0.70846718	0.89186773
0.99901135	0.76206194	0.70410678	0.84760359
1.0404793	0.78425723	0.70598455	0.80598422
1.075792	0.81499532	0.71232932	0.76982932
1.105566	0.85525488	0.72153147	0.74100722
1.1310337	0.90261499	0.73262505	0.72051522
1.153514	0.95212445	0.74568509	0.70846718
1.1740998	0.99901135	0.76206194	0.70410678
1.1935318	1.0404793	0.78425723	0.70598455
1.2122195	1.075792	0.81499532	0.71232932
1.2303519	1.105566	0.85525488	0.72153147
1.2480278	1.1310337	0.90261499	0.73262505
1.2653149	1.153514	0.95212445	0.74568509
1.2820927	1.1740998	0.99901135	0.76206194
1.2974414	1.1935318	1.0404793	0.78425723
1.3085674	1.2122195	1.075792	0.81499532
1.3104554	1.2303519	1.105566	0.85525488
1.298146	1.2480278	1.1310337	0.90261499
1.2701498	1.2653149	1.153514	0.95212445
1.2289024	1.2820927	1.1740998	0.99901135
1.1785149	1.2974414	1.1935318	1.0404793
1.1228066	1.3085674	1.2122195	1.075792
1.0645965	1.3104554	1.2303519	1.105566
1.0057442	1.298146	1.2480278	1.1310337
0.94741592	1.2701498	1.2653149	1.153514
0.8903422	1.2289024	1.2820927	1.1740998
0.83499833	1.1785149	1.2974414	1.1935318
0.78170562	1.1228066	1.3085674	1.2122195
0.73067874	1.0645965	1.3104554	1.2303519
0.68205143	1.0057442	1.298146	1.2480278
0.63591552	0.94741592	1.2701498	1.2653149
0.59241041	0.8903422	1.2289024	1.2820927
0.55187641	0.83499833	1.1785149	1.2974414
0.51500975	0.78170562	1.1228066	1.3085674
0.48293372	0.73067874	1.0645965	1.3104554
0.45724287	0.68205143	1.0057442	1.298146
0.44014243	0.63591552	0.94741592	1.2701498
0.43462063	0.59241041	0.8903422	1.2289024
0.4443293	0.55187641	0.83499833	1.1785149
0.47264395	0.51500975	0.78170562	1.1228066
0.52063485	0.48293372	0.73067874	1.0645965
0.58502358	0.45724287	0.68205143	1.0057442
0.65840842	0.44014243	0.63591552	0.94741592
0.73219347	0.43462063	0.59241041	0.8903422
0.79961371	0.4443293	0.55187641	0.83499833
0.85680533	0.47264395	0.51500975	0.78170562
0.9023133	0.52063485	0.48293372	0.73067874
0.93618269	0.58502358	0.45724287	0.68205143
0.95924662	0.65840842	0.44014243	0.63591552
0.97272364	0.73219347	0.43462063	0.59241041
0.97804756	0.79961371	0.4443293	0.55187641
0.97682509	0.85680533	0.47264395	0.51500975
0.97085797	0.9023133	0.52063485	0.48293372
0.96221596	0.93618269	0.58502358	0.45724287
0.95334837	0.95924662	0.65840842	0.44014243
0.94716697	0.97272364	0.73219347	0.43462063
0.94693813	0.97804756	0.79961371	0.4443293
0.95577017	0.97682509	0.85680533	0.47264395
0.97564087	0.97085797	0.9023133	0.52063485
1.0062185	0.96221596	0.93618269	0.58502358
1.0439093	0.95334837	0.95924662	0.65840842
1.0820626	0.94716697	0.97272364	0.73219347
1.1135033	0.94693813	0.97804756	0.79961371
1.1340233	0.95577017	0.97682509	0.85680533
1.143551	0.97564087	0.97085797	0.9023133
1.1447332	1.0062185	0.96221596	0.93618269
1.1410832	1.0439093	0.95334837	0.95924662
1.1358559	1.0820626	0.94716697	0.97272364
1.1315706	1.1135033	0.94693813	0.97804756
1.1298401	1.1340233	0.95577017	0.97682509
1.1313079	1.143551	0.97564087	0.97085797
1.1356412	1.1447332	1.0062185	0.96221596
1.1415847	1.1410832	1.0439093	0.95334837
1.1470361	1.1358559	1.0820626	0.94716697
1.1490636	1.1315706	1.1135033	0.94693813
1.1439507	1.1298401	1.1340233	0.95577017
1.1278767	1.1313079	1.143551	0.97564087
1.0988639	1.1356412	1.1447332	1.0062185
1.0586403	1.1415847	1.1410832	1.0439093
1.0118187	1.1470361	1.1358559	1.0820626
0.96330977	1.1490636	1.1315706	1.1135033
0.91675311	1.1439507	1.1298401	1.1340233
0.87430475	1.1278767	1.1313079	1.143551
0.83689649	1.0988639	1.1356412	1.1447332
0.8045119	1.0586403	1.1415847	1.1410832
0.7764361	1.0118187	1.1470361	1.1358559
0.75153442	0.96330977	1.1490636	1.1315706
0.72857609	0.91675311	1.1439507	1.1298401
0.70656041	0.87430475	1.1278767	1.1313079
0.68497661	0.83689649	1.0988639	1.1356412
0.66396247	0.8045119	1.0586403	1.1415847
0.6444061	0.7764361	1.0118187	1.1470361
0.62808799	0.75153442	0.96330977	1.1490636
0.61787826	0.72857609	0.91675311	1.1439507
0.6177104	0.70656041	0.87430475	1.1278767
0.63171839	0.68497661	0.83689649	1.0988639
0.66223961	0.66396247	0.8045119	1.0586403
0.70782687	0.6444061	0.7764361	1.0118187
0.76340294	0.62808799	0.75153442	0.96330977
0.82271676	0.61787826	0.72857609	0.91675311
0.88073316	0.6177104	0.70656041	0.87430475
0.93442098	0.63171839	0.68497661	0.83689649
0.98237538	0.66223961	0.66396247	0.8045119
1.0241515	0.70782687	0.6444061	0.7764361
1.0597492	0.76340294	0.62808799	0.75153442
1.0893323	0.82271676	0.61787826	0.72857609
1.1131385	0.88073316	0.6177104	0.70656041
1.1315084	0.93442098	0.63171839	0.68497661
1.1449818	0.98237538	0.66223961	0.66396247
1.154432	1.0241515	0.70782687	0.6444061
1.161225	1.0597492	0.76340294	0.62808799
1.1673424	1.0893323	0.82271676	0.61787826
1.1752823	1.1131385	0.88073316	0.6177104
1.187468	1.1315084	0.93442098	0.63171839
1.2050599	1.1449818	0.98237538	0.66223961
1.2265257	1.154432	1.0241515	0.70782687
1.2469115	1.161225	1.0597492	0.76340294
1.2591249	1.1673424	1.0893323	0.82271676
1.2572769	1.1752823	1.1131385	0.88073316
1.2394065	1.187468	1.1315084	0.93442098
1.2073479	1.2050599	1.1449818	0.98237538
1.1648342	1.2265257	1.154432	1.0241515
1.1158208	1.2469115	1.161225	1.0597492
1.0636718	1.2591249	1.1673424	1.0893323
1.0109517	1.2572769	1.1752823	1.1131385
0.95947167	1.2394065	1.187468	1.1315084
0.91038514	1.2073479	1.2050599	1.1449818
0.86424169	1.1648342	1.2265257	1.154432
0.82098479	1.1158208	1.2469115	1.161225
0.7799637	1.0636718	1.2591249	1.1673424
0.74011548	1.0109517	1.2572769	1.1752823
0.70043757	0.95947167	1.2394065	1.187468
0.66059911	0.91038514	1.2073479	1.2050599
0.62126514	0.86424169	1.1648342	1.2265257
0.58389836	0.82098479	1.1158208	1.2469115
0.5503474	0.7799637	1.0636718	1.2591249
0.52266677	0.74011548	1.0109517	1.2572769
0.50323764	0.70043757	0.95947167	1.2394065
0.49494579	0.66059911	0.91038514	1.2073479
0.50104562	0.62126514	0.86424169	1.1648342
0.52430158	0.58389836	0.82098479	1.1158208
0.5653782	0.5503474	0.7799637	1.0636718
0.62150397	0.52266677	0.74011548	1.0109517
0.68691844	0.50323764	0.70043757	0.95947167
0.75501152	0.49494579	0.66059911	0.91038514
0.82033496	0.50104562	0.62126514	0.86424169
0.87929927	0.52430158	0.58389836	0.82098479
0.92986504	0.5653782	0.5503474	0.7799637
0.97100297	0.62150397	0.52266677	0.74011548
